"logFC"	"logCPM"	"PValue"	"FDR"
"TRINITY_DN160615_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300181481245527	1
"TRINITY_DN156936_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300256446427437	1
"TRINITY_DN14856_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300349196540792	1
"TRINITY_DN101223_c0_g1_i1"	4.86427411837785	6.25369658248668	0.030036500655538	1
"TRINITY_DN1581_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300378990267835	1
"TRINITY_DN11691_c0_g2_i3"	4.86427411837785	6.25369658248668	0.0300444050530348	1
"TRINITY_DN107387_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300536841169045	1
"TRINITY_DN14690_c0_g2_i2"	4.86427411837785	6.25369658248668	0.0300580529968074	1
"TRINITY_DN128007_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300611166412935	1
"TRINITY_DN140440_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300635704903109	1
"TRINITY_DN139454_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0300800604018736	1
"TRINITY_DN632_c0_g1_i3"	4.86427411837785	6.25369658248668	0.0300864201715504	1
"TRINITY_DN67427_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0301440129396139	1
"TRINITY_DN68975_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0302212714482691	1
"TRINITY_DN27096_c0_g1_i1"	3.04633308630912	6.59522424360395	0.0302367772368205	1
"TRINITY_DN8670_c0_g2_i2"	-1.39612721636246	7.43206709215596	0.0302417904705804	1
"TRINITY_DN71127_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0303458542208653	1
"TRINITY_DN80920_c0_g1_i1"	4.86427411837785	6.25369658248668	0.0304740729112802	1
"TRINITY_DN84454_c0_g1_i1"	4.86427411837785	6.25369658248668	0.030495485913536	1
"TRINITY_DN109634_c0_g1_i1"	-3.02625897491702	6.59346254724615	0.0307183557094705	1
"TRINITY_DN9207_c0_g1_i2"	-3.02627009810365	6.59346254724615	0.0309139383634163	1
"TRINITY_DN8586_c0_g2_i2"	-2.01455305887366	6.92854241584974	0.0309559573387028	1
"TRINITY_DN88943_c0_g1_i1"	-4.85384430478353	6.25240436822398	0.0321887426504609	1
"TRINITY_DN9877_c0_g1_i2"	-4.85384731220608	6.25240436822398	0.0322313620691541	1
"TRINITY_DN8252_c0_g1_i3"	-4.85385025230301	6.25240436822398	0.0322731176361751	1
"TRINITY_DN788_c2_g1_i1"	-4.85385908759328	6.25240436822398	0.0323991369239429	1
"TRINITY_DN78585_c0_g1_i1"	-4.85386039644135	6.25240436822398	0.032417874406685	1
"TRINITY_DN78203_c0_g1_i1"	-4.85386084919445	6.25240436822398	0.0324243601935092	1
"TRINITY_DN7168_c0_g3_i1"	-4.85386483843196	6.25240436822398	0.0324815996839357	1
"TRINITY_DN53075_c0_g2_i4"	-4.85389451979713	6.25240436822398	0.0329127749878778	1
"TRINITY_DN4562_c0_g1_i1"	2.33406149120348	6.73926576436653	0.0329803420947735	1
"TRINITY_DN13716_c0_g2_i1"	-2.43439348708541	6.80484281143136	0.0334633326295813	1
"TRINITY_DN3315_c1_g1_i2"	-4.63763471064885	6.15203446497409	0.0335923077724582	1
"TRINITY_DN33042_c0_g1_i1"	-4.6376347112011	6.15203446497409	0.033592521118121	1
"TRINITY_DN4367_c0_g1_i1"	-4.63763474642125	6.15203446497409	0.0336061327277393	1
"TRINITY_DN42517_c0_g2_i1"	-4.63763477414548	6.15203446497409	0.0336168547918869	1
"TRINITY_DN2991_c0_g1_i1"	-4.63763477838767	6.15203446497409	0.0336184959912713	1
"TRINITY_DN431_c2_g1_i2"	-4.63763478123964	6.15203446497409	0.0336195994387884	1
"TRINITY_DN3017_c0_g2_i1"	-4.63763479145185	6.15203446497409	0.0336235511694141	1
"TRINITY_DN38428_c0_g1_i1"	-4.63763479742503	6.15203446497409	0.0336258629741291	1
"TRINITY_DN30656_c0_g1_i1"	-4.63763480338564	6.15203446497409	0.03362817021647	1
"TRINITY_DN30424_c0_g1_i1"	-4.63763481135252	6.15203446497409	0.0336312545187822	1
"TRINITY_DN43110_c0_g1_i2"	-4.63763482276732	6.15203446497409	0.0336356745911623	1
"TRINITY_DN25736_c0_g1_i3"	-4.63763484893261	6.15203446497409	0.0336458105928797	1
"TRINITY_DN26699_c0_g1_i1"	-4.63763486768715	6.15203446497409	0.0336530793842415	1
"TRINITY_DN44709_c0_g1_i1"	-4.63763487230372	6.15203446497409	0.0336548691105358	1
"TRINITY_DN25171_c0_g2_i1"	-4.63763487883751	6.15203446497409	0.0336574024069862	1
"TRINITY_DN23197_c0_g1_i2"	-4.63763488372023	6.15203446497409	0.0336592957844959	1
"TRINITY_DN24999_c0_g1_i1"	-4.63763490042756	6.15203446497409	0.0336657759409736	1
"TRINITY_DN2467_c0_g1_i1"	-4.63763490054101	6.15203446497409	0.0336658199522823	1
"TRINITY_DN29385_c0_g1_i2"	-4.63763492201437	6.15203446497409	0.0336741522037915	1
"TRINITY_DN4635_c2_g1_i1"	-4.63763499115874	6.15203446497409	0.0337010089040301	1
"TRINITY_DN30447_c0_g2_i1"	-4.85394754048254	6.25240436822398	0.0337068998421841	1
"TRINITY_DN21666_c0_g1_i1"	-4.63763506874663	6.15203446497409	0.0337311939637116	1
"TRINITY_DN20462_c0_g1_i1"	-4.63763511705482	6.15203446497409	0.0337500140598021	1
"TRINITY_DN20021_c0_g3_i2"	-4.63763512182008	6.15203446497409	0.0337518716154949	1
"TRINITY_DN4791_c0_g1_i1"	-4.6376351393665	6.15203446497409	0.0337587131027023	1
"TRINITY_DN29084_c0_g1_i1"	-4.85395141767164	6.25240436822398	0.0337662087882231	1
"TRINITY_DN17864_c0_g4_i1"	-4.63763521368978	6.15203446497409	0.0337877217486426	1
"TRINITY_DN18080_c1_g1_i1"	-4.63763524722157	6.15203446497409	0.0338008249187459	1
"TRINITY_DN17613_c0_g1_i1"	-4.63763529124944	6.15203446497409	0.033818044372461	1
"TRINITY_DN50301_c0_g1_i1"	-4.63763532420941	6.15203446497409	0.0338309461051907	1
"TRINITY_DN17527_c0_g4_i1"	-4.63763532953636	6.15203446497409	0.0338330321479014	1
"TRINITY_DN5174_c0_g2_i1"	-4.63763533688205	6.15203446497409	0.0338359091380375	1
"TRINITY_DN17405_c0_g1_i1"	-4.63763535289892	6.15203446497409	0.0338421838742798	1
"TRINITY_DN5781_c0_g2_i1"	-4.63763538149951	6.15203446497409	0.0338533939126927	1
"TRINITY_DN172715_c0_g1_i1"	-4.63763538323308	6.15203446497409	0.0338540736170343	1
"TRINITY_DN16307_c0_g3_i1"	-4.63763538355055	6.15203446497409	0.0338541980956438	1
"TRINITY_DN162430_c0_g1_i1"	-4.63763539955559	6.15203446497409	0.0338604746725871	1
"TRINITY_DN17225_c0_g2_i1"	-4.63763540618852	6.15203446497409	0.0338630765072339	1
"TRINITY_DN154852_c0_g1_i1"	-4.63763548707904	6.15203446497409	0.0338948374209872	1
"TRINITY_DN66837_c0_g1_i1"	-4.63763549419629	6.15203446497409	0.0338976346688725	1
"TRINITY_DN15605_c0_g1_i1"	-4.63763550107457	6.15203446497409	0.0339003384102653	1
"TRINITY_DN72278_c0_g1_i1"	-4.63763552061276	6.15203446497409	0.0339080208090975	1
"TRINITY_DN6241_c0_g1_i1"	-4.63763552639672	6.15203446497409	0.0339102956953456	1
"TRINITY_DN153146_c0_g1_i1"	-4.6376355329861	6.15203446497409	0.0339128877150377	1
"TRINITY_DN72262_c0_g1_i1"	-4.63763554218223	6.15203446497409	0.0339165057674309	1
"TRINITY_DN72208_c0_g1_i1"	-4.63763557919359	6.15203446497409	0.033931074677292	1
"TRINITY_DN90588_c0_g1_i1"	-4.63763559903235	6.15203446497409	0.0339388887955961	1
"TRINITY_DN71926_c0_g1_i1"	-4.6376356163923	6.15203446497409	0.0339457293738039	1
"TRINITY_DN99969_c0_g1_i1"	-4.63763568414089	6.15203446497409	0.0339724504766261	1
"TRINITY_DN7727_c0_g2_i2"	-4.63763574684476	6.15203446497409	0.0339972176603454	1
"TRINITY_DN7696_c0_g1_i1"	-4.63763576170101	6.15203446497409	0.034003090729236	1
"TRINITY_DN83913_c0_g1_i1"	-4.63763576285357	6.15203446497409	0.0340035464457362	1
"TRINITY_DN8331_c0_g3_i3"	-4.63763582736108	6.15203446497409	0.0340290710954142	1
"TRINITY_DN78017_c0_g1_i1"	-4.63763585030734	6.15203446497409	0.0340381594014753	1
"TRINITY_DN7936_c0_g2_i3"	-4.63763598403079	6.15203446497409	0.0340912154125614	1
"TRINITY_DN8247_c0_g1_i4"	-4.63763598930538	6.15203446497409	0.0340933113875768	1
"TRINITY_DN132942_c0_g1_i1"	-4.63763602215308	6.15203446497409	0.0341063696908847	1
"TRINITY_DN131840_c0_g1_i1"	-4.63763609909028	6.15203446497409	0.0341369927438396	1
"TRINITY_DN13163_c0_g1_i1"	-4.63763609917583	6.15203446497409	0.0341370268243787	1
"TRINITY_DN12252_c0_g1_i1"	-4.6376361766074	6.15203446497409	0.0341678996987071	1
"TRINITY_DN122644_c0_g1_i1"	-4.63763619979073	6.15203446497409	0.0341771535277693	1
"TRINITY_DN125449_c0_g1_i1"	-4.63763624325182	6.15203446497409	0.0341945142793229	1
"TRINITY_DN113601_c0_g1_i1"	-4.63763632246724	6.15203446497409	0.0342262005701564	1
"TRINITY_DN791_c0_g1_i1"	-2.31060003150688	6.73758089842268	0.0342307278726687	1
"TRINITY_DN112345_c0_g1_i1"	-4.63763635612014	6.15203446497409	0.034239678731172	1
"TRINITY_DN113791_c0_g1_i1"	-4.63763636505508	6.15203446497409	0.0342432589179187	1
"TRINITY_DN110768_c0_g1_i1"	-4.63763638531507	6.15203446497409	0.034251379649936	1
"TRINITY_DN0_c0_g1_i1"	-4.6376365365818	6.15203446497409	0.0343121274950082	1
"TRINITY_DN2039_c0_g2_i1"	-4.85398969861741	6.25240436822398	0.0343611379938455	1
"TRINITY_DN13067_c0_g1_i2"	-2.30902409614688	6.73589620033391	0.0343898395012612	1
"TRINITY_DN155564_c0_g1_i1"	-4.85403629132212	6.25240436822398	0.0351088551070908	1
"TRINITY_DN150955_c0_g1_i1"	-4.85404511548677	6.25240436822398	0.0352534796681252	1
"TRINITY_DN12860_c0_g1_i1"	-4.85408217520916	6.25240436822398	0.0358716969405337	1
"TRINITY_DN8679_c0_g1_i4"	-4.84944849367769	6.25046658579796	0.0358916574086732	1
"TRINITY_DN68271_c0_g1_i1"	-4.84944815937665	6.25046658579796	0.0358975567266083	1
"TRINITY_DN51631_c0_g1_i1"	-4.84944748580995	6.25046658579796	0.0359094477925403	1
